Sentence,Offensive,Split
RT @USER Charlie Sheen did the ice bucket challenge the right way URL,0,0
"RT @USER #Sagittarius can be compassionate towards other people when they want to be, especially towards the ones they care abo&#8230;",0,0
RT @USER Bey lost her ring at the Met Gala. Jay found it &amp; instead of just giving it back he gave it to her as a mock proposal URL,0,0
RT @USER #BreakingNews #streetart #graffiti #new #mural by duo EtamCru in #Rome #Italy #morning #breakfast #coffee #trash URL,0,0
RT @USER My iPhone has 2 million times the storage of the 1969 Apollo 11 spacecraft computer. They went to the moon. I throw bird ...,0,0
RT @USER I can't believe the cops shot this fine young man. There goes the cure for cancer...#FergusonOctober URL,0,0
"RT @USER One more from @USER Yankees wouldn't be letting Polanco sit in minor leagues, because they're all about w&#8230;",0,0
RT @USER Luv riding the #MetroNorth with sour drunk #Yankees fans after a loss... #TooBad #MetsFan #QueensAllDay,0,0
RT @USER We gave #GunControl a chance. It failed.No more of this #GunSense nonsense.#MomsDemand is statist trash URL,0,0
RT @USER The stars wink knowingly and smile at each other when they see two lovers kissing on a secluded bridge on a balmy autumn nig&#8230;,0,0
RT @USER I don't like the weather right now it's scaring me lol why is it yellow?,0,0
RT @USER Smoking isnt a game you could get killed monkey see monkey Dooo don't smoke if your not a smoker y'all are the reason ...,0,0
RT @USER RT if you're on the slope to 30 and still feel 17,0,0
RT @USER If you a bird throw it up #birdgang #EaglesNation,0,0
RT @USER Pat Martin Is Gonna Show Some Yankees a Thing or Two at the James Beard House Tonight URL,0,0
RT @USER When someone drops their trash mixtape in my Dms URL,0,0
RT @USER RT @USER *Last 5 hours RT @USER the last hour and a half of work trash just for existing.,0,0
RT @USER My favorite episode of Friends is the one where blacks mysteriously vanish and unemployed white people find affordable ho&#8230;,0,0
RT @USER @USER @USER yellow face and it's a no.,0,0
"RT @USER VIDEO: &#8220;Don&#8217;t hurt yourself!&#8221; @USER hits a jumper over a rookie, proceeds to talk trash URL ht&#8230;",0,0
RT @USER VIDEO: CFL LB Solomon Elimimian trash talks an opponent during a halftime interview URL URL,0,0
RT @USER VIDEO: Derek Jeter hits a walk-off single on his final at-bat at Yankee Stadium URL URL,0,0
RT @USER #IWantToPunchPeopleWho mock God,0,0
RT @USER Homeowner Shoots Armed Suspect Who Attacked and Pistol Whipped Him URL,0,0
RT @USER call me a free bird,0,0
"RT @USER Asked Betances before the game if he&#8217;d like to be a starter again someday. &#8220;If the Yankees ever asked me, I would. But I&#8217;m a r&#8230;",0,0
"RT @USER I don't always get drunk and pass out but when I do, when did they start making colored duct tape?",0,0
RT @USER The best way to make a hillbilly do something is to tell him he can't do it.,0,0
RT @USER We now know more about Twinkies and how old the earth is than what happened in #Benghazi.,0,0
RT @USER ghetto sour cream URL,0,0
"RT @USER Crooked number followed by shut down frame, love it. #Yankees",0,0
RT @USER Grinding! #Yankees,0,0
"RT @USER GRAPHIC ~&gt; 150 Christians MASSACRED By Jihadi Muslims While They Slept! Including Pastor, His Wife &amp; Kids URL",0,0
RT @USER Charlie: My last two songs will be quasi-religious songs for the sake of @USER who's coming up next.,0,0
"RT @USER &#8220;Daddy, Batman&#8217;s parents are dead.&#8221;&#8220;Yup.&#8221;&#8220;And Superman&#8217;s.&#8221;&#8220;Yup.&#8221;&#8220;What am I going to be when you die?&#8221;&#8220;Sad ho&#8230;",0,0
RT @USER Gasoline - daddy Yankee &#128175;&#128076;,0,0
RT @USER Green and yellow -lil Wayne &#128155;&#128154;&#128175;&#128175;&#128175;&#128175;,0,0
RT @USER I'm so sick head colds suuuck. And on top of that @USER had to challange me to a beer chug &#128567;&#128567;,0,0
RT @USER Wiz is garbage to be put in the trash can known as Beyonc&#233; to be put in a dumpster known as the VMAs.,0,0
RT @USER Charlie Sheen is a legend #ForTheBros URL,0,0
RT @USER Study these birds closely. See if you can spot the female. It can be done. Even with limited bird watching skills. URL,0,0
RT @USER Getting over a painful experience is like crossing the monkey bars. You have to let go at some point in order to move forward.&#8230;,0,0
RT @USER Just 113 days until Yankees pitchers and catchers report.,0,0
RT @USER abel is a 43 yrs old beaner working @ home depot and he didn't want to hang out with you = major L,0,0
RT @USER Chicken Fries. @USER Shake. Perfection. URL,0,0
RT @USER A photographer hid in a trash can to get these adorable engagement photosURL URL,0,0
RT @USER iphone 6 is trash watch me glo up URL,0,0
RT @USER she paid $5 to hold the monkey and look what he did &#128514;&#128557;&#128553; this monkey real af URL,0,0
RT @USER taking out the trash at night URL,0,0
RT @USER Breathe easy: Twinkies due back on shelves by summer URL,0,0
RT @USER Reports say female victim was shot while waiting for an Oreo McFlurry,0,0
RT @USER Because humans aren't delicious ho RT @USER Smarter than dogs AND your 3-year-old child. So why EAT them? URL,0,0
RT @USER Early bird catches the worm people,0,0
RT @USER Make my way right to the trash can with these. RT @USER New Season. New Shoes. #MakeYourOwnWay #WayOfWade URL,0,0
"RT @USER My wife's doing some sort of boot-scootin while singing, a little less talk and a lot more action!...where was this ho&#8230;",0,0
RT @USER Part of my cousin Danny's Yankee Swap. Pretty hilarious. Very clever. And very Danny. @USER URL,0,0
RT @USER A nice round-up of voices in #China #Africa relations: 'China-Africa Trade: The Oriental Allure' URL,0,0
RT @USER As a kid I listened to Nas. He showed me a new perspective coming from the ghetto like me. Same with Pimp C &#128081;&#128081;&#128081;,0,0
RT @USER Udonis talking some big trash to Lance. LeBron holds him back.,0,0
RT @USER To call Martin baker an Uncle Tom and uppity because he's not siding with the majority pure ignorance....,0,0
RT @USER Great weather to hit up the slopes this weekend... @USER &amp; @USER open Saturday! #COwx #skiseason ht&#8230;,0,0
"RT @USER In Anglo-Saxon calendars, 7 November is considered the first day of winter - 'Winter's Day': URL URL",0,0
RT @USER bunch of rappers boutta flood the internets w/ trash remixes,0,0
"RT @USER Ran outside mullet flowin', nips shown'. Shotgunned a cold one and yelled, Saturday, welcome back you sexy beast. Mer&#8230;",0,0
RT @USER Tennessee isn't even orange it's like vitamin pee yellow &#128553;&#128514;&#128514;&#128514;,0,0
RT @USER My roommate is having sex and I'm eating Oreos. It's gonna be a great year! - Kutztown University,0,0
RT @USER ISIS Supporters in America: The Jihadis Next Door URL @USER @USER URL,0,0
RT @USER I went to college Every college got a bird class where u can get ya friend to sign u in &amp; get an A out the class Rashad &#8230;,0,0
RT @USER Rihanna really is trash,0,0
RT @USER Let the Dem concern-trolling commence in earnest! Wagons ho!,0,0
RT @USER Must-Watch: Bill Maher Schools PBS Host Charlie Rose Over Islam's 'Illiberal Beliefs' URL,0,0
RT @USER Found some more of my original yellow bracelets and the first person I thought of was @USER,0,0
RT @USER Parque de atracciones abandonado en Jap&#243;n. URL,0,0
RT @USER @USER me waiting on you to take me to NY with you to get my nips pierced &#128590;&#128589;&#128105;&#128117;,0,0
RT @USER Bend over.And pick up that trash.,0,0
RT @USER I can't wait to wear warm fuzzy sweaters &#128525;&#9786;&#65039;&#127809;&#9749;&#65039; URL,0,0
RT @USER baby monkey in the snow im crying &#128557;&#128018;&#10052; URL,0,0
RT @USER @USER love you too my nig #squad,0,0
"RT @USER I'm finally ready to mass market my skidmark-resistant tighty whities, but apparently Uncrustables is already taken. Fu&#8230;",0,0
RT @USER The paranoid fear of sharia on the right boils down to: Christian fundamentalists should be the sole oppressors and persecu ...,0,0
RT @USER Godiva Chocolate Dipped Oreos &#128523; URL,0,0
RT @USER The new nature area replacing Indian Boundary Park's former zoo is expected to attract a variety of migratory birds URL,0,0
RT @USER Shy bladder group protests Rob Lowe DIRECTV ad... URL,0,0
RT @USER &#8220;@USER All of Kate Upton's leaked nudes today &amp; more &#128525;&#11015;&#65039;URL URL bitch lo&#8230;,0,0
RT @USER Yo BCU band made UCF band look like trash,0,0
RT @USER the ghetto if UD wins tonight: URL,0,0
"RT @USER But only BBC, the American version is trash",0,0
"RT @USER Even though a bird can fly, it must land on earth.",0,0
RT @USER Flappy birds cheat codes URL,0,0
RT @USER @USER I know that's trash,0,0
"RT @USER i live for street glory and I die for ghetto fame. respect all, fear none my pride is everything....",0,0
RT @USER Oreo Cookie Pancakes #FoodPorn URL,0,0
RT @USER &#128514; RT @USER Charlie Strong got down to the 53-man roster nearly as quickly as Texans did,0,0
RT @USER Was just handed this on my flight. Must be in good hands on this bird! URL,0,0
RT @USER A bird that courts females by building a beautiful nest with bright objects: URL &#8230; #wildlife URL,0,0
"RT @USER highest score on flappy bird, cant be beat URL",0,0
RT @USER that movie was trash,0,0
RT @USER Today in 1996 Charlie Wilson left office. Should be ranked alongside Lech Wa&#322;&#281;sa for his role in defeating communism. &#8230;,0,0
RT @USER So this is the woman who was a bird then turned into a woman from the sky in Nigeria. URL,0,0
"RT @USER Will Coakley go 0-2 in can't lose races? RT @USER wow, just wow -- @USER : Charlie Baker for Governor htt&#8230;",0,0
RT @USER Not the farewell tour's fault everyone but three players underachieved for the Yankees this year.,0,0
RT @USER Colombia supporter reminds us the double bird is a universal language URL,0,0
RT @USER @USER looked like Princess Bella in that yellow dress&#128120;&#128120;,0,0
RT @USER Star Wars meets Charlie Brown URL,0,0
RT @USER &#8220;@USER ::faints:: RT @USER She has no idea how many of her resumes went straight to the trash URL,0,0
RT @USER @USER @USER You realize I&#8217;m going to have to get out all those #horror and other poems I wrote abo&#8230;,0,0
"RT @USER Gracias por jugar con el corazon, ahora a ganarle a los Yankees. -@USER URL",0,0
RT @USER Wow Such banana So potassium Much yellow URL,0,0
RT @USER Teixeira on point tonight. #Yankees,0,0
RT @USER Happy #BLUBLOODS Friday! Off to @USER to sit down with the gang on CBS This Morning!Join us in the 8 o'clock ho&#8230;,0,0
RT @USER On set of #BlueBloods. Hoping there are no birds perched above me... URL,0,0
"RT @USER my anaconda don't want none, unless you defeat the Huns, son URL",0,0
RT @USER *Atlanta RT @USER Houston has so many trash drivers,0,0
RT @USER You men are trash if your homeboy is cheating and you dont tell his wife/girl and break up their family. LOLNO,0,0
RT @USER Always interesting to see people who trash La Liga react to products of La Liga on Premier League clubs.,0,0
RT @USER @USER @USER he plays for the Yankees right?,0,0
RT @USER Just spent a good twenty mins trying to teach my bird the skyrim theme song. Then I realized that he was a bird.,0,0
"RT @USER Lou Gehrig had 17 hand fractures in his career. Played in 2,130 straight games.#IronHorse #Yankees URL",0,0
"RT @USER Mistakes are showing up late for work, running red lights, or even forgetting 2 take the trash out. This here ain't 1 URL",0,0
RT @USER Polly want a cracker? #DumbTo URL,0,0
RT @USER Smash into windshields? RT @USER The birds do it. The bees do it. Coors Light drinkers do it. You know what we'r&#8230;,0,0
RT @USER &#8220;@USER Mo Claiborne is so trash&#8221;I can't say it enough fam &#128530;,0,0
RT @USER Illegals bringing diseases across border. Contagious patients separated from others by yellow tape... pregnant teens URL,0,0
"RT @USER For the 1st time in the Tom Brady era, the Patriots are in sole possession of last place in the AFC East URL",0,0
RT @USER Up with the birds to fish on the Li River URL,0,0
"RT @USER Rick Scott beating win number in 30 counties, Charlie Crist in 13. #FLGOV",0,0
"RT @USER In the ME, the crow would eat the bear MT @USER Obviously not in the ME MT @USER Bear Saves Drowning Crow - An&#8230;",0,0
RT @USER Happy birthday cotton picker lol @USER,0,0
RT @USER RIGHT NOW: NewsCenter 5 projecting Charlie Baker will be Gov-elect by a razor thin margin URL #wcvb,0,0
RT @USER @USER called Charlie Baker to concede around 8:15 this morning. She plans to address supporters at 11am. #wcvb,0,0
RT @USER New bus stop. Guy across the street is yelling and doing David Lee Roth kicks at swooping crows. I should learn karate.,0,0
RT @USER I think Zlatan even has Class in the way he talks trash,0,0
RT @USER He's trash RT @USER Too early to call Austin Rivers a draft bust ?,0,0
RT @USER Came to training camp today to find Charlie Batch asleep on the curb...,0,0
RT @USER Crew of women hillbillies &amp; gangsters w/the director #ItsAWRAP @USER @USER @USER &#9992;&#65039;&#127916;&#127909; URL,0,0
RT @USER How bad u want something is meaningless If how bad you're willing to work for the thing u want Isn't 10xs as intense as ho&#8230;,0,0
"RT @USER #Taakstraf in herkenbaar hesje in je eigen buurt. Pleit er al jaren voor. Weet hoe bevreesd ik er ooit voor was, da'k er te wer&#8230;",0,0
"RT @USER Fake friends are no different than shadows, they stick around during your brightest moments, but disappear during your darkest ho&#8230;",0,0
RT @USER Pink albino dolphins are extremely rare but do exist in the wild. URL,0,0
RT @USER Jimmy and @USER two-man doo-wop performance just went live on YouTube! URL #FallonTonight htt&#8230;,0,0
"RT @USER Can kids say much when their parents pay for everything? RT @USER If he paying every bill, I can't complain abo&#8230;",0,0
RT @USER Yankees acquire Chase Headley from the Padres for Yangervis Solarte and Rafael DePaula.,0,0
"RT @USER Wow, he basically just told his daughter I want some mocha colored grandbabies! #HTGAWM",0,0
RT @USER I think the Clips and Thunder would've gave the Heat a good as well...the East is just trash,0,0
RT @USER Oreo Cheesecake Bites. URL,0,0
RT @USER Deep Fried Oreos &#128588;&#128069;&#128166; . URL,0,0
RT @USER Oreo Drumstick! URL,0,0
RT @USER Oreo ice cream. ~ URL,0,0
RT @USER Ultimate Chocolate Chip Cookie n' Oreo Fudge Brownie Bar URL,0,0
RT @USER Oreo cake URL,0,0
RT @USER Oreo Ice Cream Cake URL,0,0
"RT @USER 52% of the world's mammals, birds, reptiles, amphibians &amp; fish vanished between 1970 &amp; 2010: URL URL",0,0
RT @USER #FoxNews projects that Wyoming Senator Mike Enzi will defeat Democratic challenger Charlie Hardy. #Election2014,0,0
RT @USER How can anyone hate Charlie Sheen URL,0,0
RT @USER Todays Horoscope: you're still a hoeThat is all. have a nice day,0,0
RT @USER Heard you was talkin trash like I wouldn't find out URL,0,0
RT @USER I hope I made these pot brownies right URL,0,0
RT @USER Please win it all this year @USER,0,0
RT @USER When rednecks fool around with the aux cord URL,0,0
"RT @USER this the I play soccer, cheat on girls, and wear khaki coloured cargos haircut URL",0,0
RT @USER The racists are @USER and its crew of anchors. Not right wing folks. @USER mocks mixed GOP kids.URL,0,0
RT @USER @USER I'm not even ghetto!!!!,0,0
RT @USER A day without laughter is a day wasted. ~Charlie Chaplin,0,0
RT @USER New sign up at mong kok protest site says: fight for democracy and oppose the communists to have a future URL,0,0
RT @USER Everytime I see Nelson Agholor make a play I want to puke. Kid should've been a gator. Thanks Charlie Cheeseburger.,0,0
RT @USER Conan O'Brien mocks the new Call of Duty game while getting killed repeatedly. URL,0,0
RT @USER trassshhh RT @USER Them 13's that come out this weekend so trash!,0,0
"RT @USER Mariano Rivera now has a street outside Yankee Stadium named after him, which Giants have also had similar honors: URL",0,0
"RT @USER reasons to be a mermaid:- no periods- no pants- perfect hair- u get to lure men into their deathalso, free clam&#8230;",0,0
RT @USER The crows warned you to stay away from the island. Will you?THE SOUL COLLECTORURL #IAN1 URL,0,0
RT @USER Oreo Frappuccino URL,0,0
"RT @USER Yep, Steve Spurrier just sorta compared Alabama to the Yankees. They've (NY) got the biggest payroll, they don't win ever&#8230;",0,0
RT @USER Only retards and dads roll Lawful Good.,0,0
RT @USER Charlie Sheen SLAMS Rihanna For Rejecting His Fiancee: You&#8217;re A Rude &#8220;Idiot&#8221; With Bad Wig URL,0,0
RT @USER My mind is so clear a bird just crashed into the side of my head.,0,0
RT @USER Riff Raff is trash,0,0
"RT @USER I was already 24 when Jeter arrived so I had plenty of #Yankees memories, but next year is going to be very odd indeed.",0,0
RT @USER @USER tell him that you chose (A) not to trash the environment while trying to save it like a hypocritical douc&#8230;,0,0
RT @USER I guess my confessions trash because none of them got posted- FAMU,0,0
RT @USER What's that bright yellow thing the ref just showed to Martins Indi?! I can't remember seeing one of those before! #clubmetro,0,0
RT @USER Rahal's an idiot. Second time this year he's wrecked someone under yellow.,0,0
RT @USER @USER @USER @USER @USER Ik vraag me al maanden af hoe de NL pers zich als een stel hoeren is gaan ge&#8230;,0,0
RT @USER @USER I just found an Oreo in my pocket... Is it yours? Thanks for looking after it .xx,0,0
RT @USER A bird pooped on me.,0,0
RT @USER It was all yellow. URL,0,0
RT @USER On this #ArmisticeDay the cry Never Again is absent and mocks our pledge to #NeverForget the fallen from ancient an&#8230;,0,0
RT @USER When I was little I remember laying horrified in bed as hand puppets held a mock trial convicting me of putting my hand up th&#8230;,0,0
"RT @USER Yankees shouldn't even bother to show up to Boston, man. Just fold the franchise. Cancel baseball.",0,0
RT @USER 15 y/o me totally understood 'Twin Peaks'.40 y/o me can't seem to follow these 'The Great Outdoors' Goldfish crackers &#8230;,0,0
RT @USER i am that horrible friend who reads your text then puts the phone down to do something and forgets to reply until 4 ho&#8230;,0,0
RT @USER Cowboys trash again.The NFL is bike to normal,0,0
"RT @USER Allied soldiers mock Hitler atop his balcony at the Reich Chancellery, by Fred Ramage, 1945 URL",0,0
RT @USER RT @USER OK I'm watching mook vs lux....neither of them was good... But mook won 3-0 ..this wasn't CLOSE to me vs hitm&#8230;,0,0
"RT @USER @USER @USER #BlessJesus Amos 3:3 Can two walk together, unless they are agreed? #DifferentLevels&#8230;",0,0
RT @USER That's for the birds.,0,0
RT @USER I like how I found out that you can now edit Facebook comments through a trending topic on Twitter. You think I'd hear abo ...,0,0
RT @USER Jihadi Work Accidents: 13 Taliban Fighters Killed When Their IEDs Detonated Prematurely&#8230; URL #Celebrate&#8230;,0,0
"RT @USER Last name, SinnerFirst name, ImmaLike ur pancakes in tha mornin, He got u covered like Aunt Jemima",0,0
RT @USER @USER 10 brownie points for you,0,0
RT @USER a girl tweeted you might be ghetto if u bring food from outside into the moviesno u might be stupid if u pay 4.99 for a&#8230;,0,0
RT @USER @USER &#128514;&#128514;&#128514; ghetto ass mofos,0,0
"RT @USER If you don't like my tweets with my belief in Jesus Christ, please respect it, but don't mock it or make negative remarks&#8230;",0,0
RT @USER Obama: I will always do what is necessary to protect the American people and defend against evolving threats to our ho&#8230;,0,0
RT @USER This would never happen at a non-colored award show @USER URL,0,0
RT @USER Charlie Sheen is the man lol URL,0,0
RT @USER If you not gator you gator bait #gatornation,0,0
RT @USER Food be good...except that rice they cook that bitch on Monday for the week + Tootsies?,0,0
RT @USER My anaconda don't &#128581;My anaconda don't &#9995;My anaconda don't &#128683;&#128079; Want &#128079; None &#128079; Unless &#128079; You &#128079; Got &#127838;&#127838;&#127838; Bunz &#127838;&#127838;&#127838;&#128129;Hun,0,0
RT @USER Should of been a cork sole RT @USER why is there no cork on the WTL XI?,0,0
RT @USER redskins gonna win and thats all im saying for the night,0,0
RT @USER shhhh&#8230;wrap yourself around melet me kiss the bruises on your heartlick your unhealed woundsand taste the raw wild ho&#8230;,0,0
RT @USER I held you like a baby bird.. &#128546; and now you come at me like this.. These friends ain't loyal &#128546;&#128557; URL,0,0
RT @USER For the last few weeks my name been cripple &#128555;&#9855;&#65039;,0,0
RT @USER When yo phone go off in class &amp; the teacher say turn that trash off but it's one of the songs on yo mixtape URL,0,0
RT @USER @USER Uncle Charlie and nem lol,0,0
"RT @USER The Knicks are still trash, Melo signed for the money he don't even care about being on a good winning team.",0,0
RT @USER can Raheel mock Propphet Muhammad in same way as he mocked Lord Ram and Sita URL &#8230; will he apologise ?&#8230;,0,0
RT @USER I am a strong believer that birds of a feather flock together,0,0
"RT @USER *Goes to Yankee candle**buys beer scented candle**goes home, lights it* *waits for a boyfriend*",0,0
RT @USER Whipped URL,0,0
RT @USER Cookies n' Cream Oreo Fudge Ice Cream URL,0,0
RT @USER Oreo Cheesecake Bars URL,0,0
RT @USER Oreo Ice Cream Cake URL,0,0
RT @USER Oreo Ice Cream Sandwiches URL,0,0
RT @USER Oreo cheesecake bites! URL,0,0
"RT @USER reasons to be a mermaid:- no periods- no pants- perfect hair- u get to lure men into their deathalso, free clam bra",0,0
RT @USER when other girls wear beanies they look cute &amp; stylish but when i wear them i look like a member of a drug cartel who sel&#8230;,0,0
RT @USER Obama Says He&#8217;s &#8220;Irritated&#8221; But &#8220;Does Not Feel Repudiated&#8221; After Losing Senate (Video) URL AURL,0,0
"RT @USER If your girlfriend is taller than you, it's her responsibility to take the trash out &amp; fight off anyone that breaks into you&#8230;",0,0
RT @USER Feb 2015Jordan 4 Retro RemasteredOreo314254-003URL,0,0
RT @USER You may be redneck if you put steak seasoning on popcorn @USER,0,0
RT @USER Yanks walk off win &#128591;,0,0
RT @USER Where has this been all year? But still #FireCashman #Yankees,0,0
RT @USER Thanks Carolina fans 4 the flipped birds+few bottles to the head. Sticks n stones may break my bones but aluminum zimas will &#8230;,0,0
RT @USER @USER Happy Birthday! Take a spin in that yellow coupe... #shutemdown URL,0,0
"RT @USER There's coon classic (R. Kelly, Usher) and then there's classic (Stevie Wonder, Prince). Not that there's anything wrong with&#8230;",0,0
RT @USER Kickin trash cans on the golf cart #yeeyee @USER @USER @USER @USER,0,0
"RT @USER Alec Baldwin mocks Harris-Perry: &#8216;If I cry, will I be forgiven all my transgressions?&#8217; URL via @USER",0,0
"RT @USER after 4 hours and almost 8 pages i want to slit my wrists, but i guess ill just settle for sleep",0,0
RT @USER Never go full retard,0,0
RT @USER We don't luv deez hoes&#128527; URL,0,0
RT @USER Denver TV airs clip of digging through trash in Ghetto Aurora to put Black and Mexican ballots to good use.&#8221; URL,0,0
"RT @USER Charlie Rose: Can you coexist with Israel? Meshal: *Not* as occupiers. After that, national consensus will decide, not Ha&#8230;",0,0
RT @USER Winning Browns! #cle #clevelandfans #clevelandpride #clevelandbrowns #clevelandsports #browns #brownie&#8230; URL,0,0
"RT @USER JSU coach Omar Johnson: It's what u do against the ball. U throw it, hit it, catch it. Doesn't matter if the Yankees are &#8230;",0,0
RT @USER Clever. RT @USER Watch Burfict make the hit and then mock officials by throwing a flag on himself. URL,0,0
RT @USER @USER @USER @USER @USER &#128073; @USER &#128072;Tiny Jihadi URL,0,0
"RT @USER Deme gallo pinto con carne asadita, madurito..y...una milca, amor",0,0
RT @USER Charlie Sheen will star in a new sitcom as an anger management therapist. So what's next? Casey Anthony as the owner of ...,0,0
RT @USER Downloaded flappy bird 5 minutes ago... It's already deleted.,0,0
RT @USER Top tip of the day - if you want to be inconspicuous at an Elbow gig - don't wear a yellow jacket!! URL,0,0
"RT @USER Yeah Kaepernick might have biceps like a Greek God, but the dude looks like he was conceived by a Proboscis monkey URL",0,0
RT @USER I was in a Kik group once. But we called it a party line and old Charlie the barber was always hogging the calls.,0,0
"RT @USER Lester, the parasitic spider monkey, had 1 redeeming quality: he ran the boat, &amp; the boat attracted women. 'ONLY IN #C&#8230;",0,0
RT @USER #cheese #crackers #lacking URL,0,0
"RT @USER I wrote whole game story on how Orpik shut down Ovi two nights in a row. Many of you will mock this. But he was really, &#8230;",0,0
RT @USER When twitter rappers dm me their trash links URL,0,0
RT @USER To help eliminate faking injury &amp; diving - post game video review of dives &amp; give divers yellow cards after game. #Wor&#8230;,0,0
RT @USER when you die on flappy bird &#128514; URL,0,0
RT @USER Me too! &#8220;@USER Defiantly going to see that new planet of the apes tonight&#8221;,0,0
RT @USER Charlie Strong took the longhorn logos off his players' helmets: They have to earn it back.&#160;&#160;&#160;&#160;&#160;&#160; URL #Sport&#8230;,0,0
"RT @USER Hun, wrong social networking site RT&#8220;@USER 666 - LMS for a good morning post, and something extra (maybe)&#8221;",0,0
"RT @USER Scholen waar directie leerkrachten pest, kunt u zich voorstellen hoe groot pestproblematiek onder leerlingen wel moet zijn?&#8230;",0,0
"RT @USER That Peppers slant was a genius/crazy call. Genius if he catches it. Crazy if he drops it, then blow a TO, then get sack&#8230;",0,0
"RT @USER Latest DraftExpress mock draft has Randle #3, Cauley-Stein #9, Young #14, Poythress #37. Harrison twins &amp; Dakari Johnson a&#8230;",0,0
RT @USER Week from Thursday might be the last #Yankees game to look forward to in a while. If nothing else Jeter deserves that night &#8230;,0,0
RT @USER where my 2 favorite jiggers at? @USER @USER ? &#128514;&#128514;&#128514; URL,0,0
RT @USER No-TV-During-the-Week #parenting rule has thrown quite a monkey wrench into #RooseveltsPBS viewing schedule. #DVRtime @USER #&#8230;,0,0
RT @USER LMFAO OH NAH SHE KEEP IT THREE HUNNA@USER @USER twitpic a selfie if u a ho URL,0,0
RT @USER Could never date someone with yellow teeth&#128567;,0,0
RT @USER Think #windturbines are bad for birds? Compare: URL via @USER URL via &#8230;,0,0
"RT @USER Charlie Crist doesn't have any more political parties to join, but he could become a spokesman for a fan company.",0,0
"RT @USER Now go take out the trash &#8220;@USER . Today I was #outnumbered, but thankfully not #dismembered! Thanks, Ladies URL",0,0
RT @USER @USER you mean like the Yankees did this year when they prioritized a farewell tour over a playoff run?,0,0
RT @USER @USER lmao it will have a slope of -2x+1,0,0
"RT @USER The #Cardinals are #MLB's gold standard, and there isn't even a close silver. #Dodgers #Giants #Tigers #Yankees URL",0,0
RT @USER IF A SINGLE WASP COULD READ THESE #WaspFacts TWEETS THERE COULD BE A PEACE TREATY BETWEEN WASPS AND MAN BUT WASPS ARE &#8230;,0,0
RT @USER My idea of a diet is eating regular Oreos instead of double stuft and takin off half the cookie (still dip it in 2% ...,0,0
RT @USER Beautiful smiles and colored eyes&#128525;,0,0
RT @USER @USER @USER @USER babes we buy brazilian and Peruvian not Bengali,0,0
RT @USER Giants- Pitiful .. Jets-Pitiful .. Mets- Pitiful .. Yankees-Pitiful .. Nets- Pitiful .. Knicks-Pitiful ... Ny sports- Pitiful,0,0
RT @USER Lewis so trash lmao,0,0
RT @USER ouuua ita siana. alu polosi ho nifo NAMU TA'E.,0,0
RT @USER @USER don't forget we gotta take out trash and need milk...and spermicidal lube,0,0
RT @USER Female IG Models in person be so trash &#128546;,0,0
RT @USER Remember all the trash on the floor of your car? We upgraded it &amp; put Wale's The Gifted so it feels like your old car htt&#8230;,0,0
RT @USER Mets superstar pitcher @USER is at the Yankees game wearing a Knicks hat #KnicksTape URL,0,0
RT @USER Hot 97 trash.,0,0
RT @USER Today something is dope. Tomorrow that same thing is trash. Next month it is irrelevant. Next year it's classic.,0,0
RT @USER Told you RT @USER Artprize is more than trash,0,0
RT @USER Sometimes I turn my phone on loud to tweet just to hear the bird chirp. #TrueStory #TeamiPhone,0,0
RT @USER For years two fan bases (UNC and Indiana) have said they do things the right way while UK and others are rogues. My ho&#8230;,0,0
RT @USER You know how in superhero stories the best insult for superheroes dumb mooks can come up with is do-gooder? #whiteknight,0,0
RT @USER If you buy tickets for Transformers 3D they just lock you in an aluminum trash can and toss you from an overpass into rus&#8230;,0,0
RT @USER Keys open doors when them keys is albino,0,0
RT @USER Isis and Jihadi Terrorists 'Post 90 Tweets Every Minute' to Spread Propaganda URL,0,0
RT @USER i'd never send my kids to private school because then they would never experience ghetto public school fights,0,0
RT @USER i'm so hungry if someone would send me a flying parachute with brownies attached to it like they do in the hunger games tha&#8230;,0,0
"RT @USER Magnus the team leader was particularly rude and unhelpful. As opposed to Charlie, who just blatantly lied. Awful service. @USER",0,0
"RT @USER Nov 22,2012: Thanksgiving Dinner: 2:00pm: Proof on Main. A day being preoccupied with a giant bird in your... URL ...",0,0
RT @USER Mother of Manchester 'terror twins' who went to Syria to become Jihadi brides snatched by ISIS ... URL v&#8230;,0,0
RT @USER VIDEO: @USER on talking trash while facing @USER during today&#8217;s scrimmage &#8211; URL URL,0,0
RT @USER @USER your a early bird,0,0
"RT @USER #Yankees fans having flashbacks! RT @USER @USER You remember THIS Phil Hughes! It's already 4 to 0, still no &#8230;",0,0
"RT @USER #AskDrMann Is having no amici briefs filed on your behalf kind of like Charlie Brown never, ever getting ANY Valentin&#8230;",0,0
RT @USER trash liars RT @USER these law students are terrible liars #HTGAWM,0,0
"RT @USER &#8252;&#65039;Muslim group slaughters 43 children in Nigerian school, children burned alive, shot &amp; slit throats tried 2escape.. URL",0,0
"RT @USER Jihadi-In-Chief Hussein Urges restraint in Fighting Islamic Butchers&#8252;&#65039;Apparently, we SHOULD be nice to ISIS...we might hurt&#8230;",0,0
RT @USER Who on GZ's defense team is paying media to trash the prosecution constantly? @USER,0,0
RT @USER New Orleans is still trash,0,0
