Sentence,Hate,Split
"Laughing at my deck that they gave me, yellow and jesus stencils all over it",0,0
Lauren &amp; I ate candy we found on the floor during class we are trash,0,0
Leave it 2 #teabaggers 2 whine about infrastructure when they r the ones who won't pay for it. Waiting on god to fix it? #morningjoe,0,0
Leave it up to me it would've been in the trash.... All of it.,0,0
Legion of jig &#128557;&#128557;&#128557;,0,0
Let the jig commence URL,0,0
Let this white boy be ghetto&#127773;,0,0
Let's be serious. Most fans/callers wanted to run heavily and dink and dunk. doesn't work great against a D you can't get extra yrds against,0,0
"Let's cripple the vanity industry. How? Actually start liking who we are, and how we look.",0,0
Let's go for the sweep!! #Yankees #SubwaySeries,0,0
Let's just say the hotel I've been staying at isn't going to want this hand towel back. I had no idea I could turn 'em that shade of yellow.,0,0
Let's play What will the ghetto white girl with neck tattoos in front of me buy.If you answered Cigarillo's...you've seen this episode b4,0,0
Lethal bird flu cocktail sent out of lab accidentally went unreported &#8211; CDC URL,0,0
Lets finish strong Yankees,0,0
Lets go #hoosiers #iubb &#127936; URL,0,0
"Libs trash Saira Blair, an 18-year-old Republican who won a seat in the West Virginia legislature URL",0,0
"Like Baathists before them, #ISIS &amp; Al Qaeda supporters' rivalry is as absurd as their cause - battling for who's the more authentic Jihadi",0,0
Lil Kim really made herself trash smh &#128148;,0,0
Lilly just tried to climb up a tree after a bird and completely failed oh my god &#128514;,0,0
Literally in the middle of the ghetto and these people look scary,0,0
Literally just got up and the first thing I did was chug a huge glass of water,0,0
Little bitty bumble bee&#128029;&#128029; #bumblebee URL,0,0
Little things can just kill a negros mood man,0,0
Live birds found in Elmo doll at US-Mexico border (from @USER URL,0,0
Lmao RT @USER The in soles in Reebok Classics can't even handle the diabetic weight Rick Ross holds,0,0
Lmao RT @USER Lowkey Peyton Manning trash,0,0
Lmao redskins turnin up,0,0
"Lmao the shovel video is pretty awesome, she went down like a ton of bricks lol. Gotta love honky riff raff savages. That is all.",0,0
Lmaoo we was sayin this same statement last year RT @USER Boozer is trash bro I'm done!! &#128514;,0,0
Lmaooo naw man RT @USER Yo want in RT @USER U serious bro?? lol RT @USER 2-3:10am early bird special,0,0
Lmaoooo!!!!!!!!!!!! @USER A bird in the hand is worth two in the bush. URL,0,0
Lmaoooooo @ Supreme being trash. Guess Bape is trash to huh?,0,0
Lmfao RT @USER The New York @USER have won 27 World Series titles &#8211;&#160;the most of all-time.,0,0
Lmfao no you didnt RT @USER @USER got cute new avi and all but she too old for colored contacts &#128073;&#128064;&#128584;,0,0
Log off nigger RT @USER #relationshipgoals URL,0,0
Lol colored contacts played out.,0,0
Lol ike Turner URL,0,0
Lol.. shut up! RT @USER @USER lmao early bird gets the worm,0,0
Long yellow.,0,0
Looking back I liked colored better. Let's go back to that,0,0
Looking forward to #NCAA and #NBA basketball &#127936; in the states soon #iubb #hoosiers #pacers #PacerNation and of course breadsticks.,0,0
Looks as if Federal Gun Laws to be proposed this week lack #AWB. Hope the #media and #antigun crowd choke on crow.,0,0
Looks like a tool but is useful as a clay hammer #fag @USER URL,0,0
Looks like the #Yankees will be competing with #Boston for the East cellar this year #MLB,0,0
Love is a bird of flames. Thank you for that song @USER @USER,0,0
MT: @USER Ted Cruz We are proud wacko birds. #StandWithCruz #KeepCruzing is that a pun?,0,0
"Mace For Your Wife, Charlie Brown? #rejectedpeanutsspecials",0,0
"Mad respect to Affleck for refusing to wear a Yankees cap, though as a Sox fan wearing a Mets cap probably irritated him too.",0,0
Madea and this old hillbilly are hilarious together.,0,0
Magellan? You suck at trash talk. @USER @USER,0,0
Majority of it is trash anyway.,0,0
"Majority of the time, a woman's story is trash anyway...",0,0
Making brownies,0,0
Making up Drake disses&gt;&gt; RT @USER @USER cant wait to call it trash and tell everyone that B L U will forver be the goat out of LA,0,0
Man arrested after 40 opened nip bottles of vodka found in car URL,0,0
Man im glad im around to see the redskins go to the playoffs considering it only happens once in a lifetime #RedskinsBlow,0,0
Man in zebra print dress robs bank URL,0,0
Man talk to em RT @USER Of course nothing is wrong with applebee&#8217;s if you like trash food.,0,0
"Man, that is a serious shiner Chara's sporting. Yowza.",0,0
Mann are first game is 3 weeks from now can't wait - once a redskin always a redskin -,0,0
Mannnn tonight feels like trash.,0,0
Manual labor so trash,0,0
Many people claiming slippery slope is now absolute are same ones who said slippery slope is an argument for the paranoid delusional. #tcot,0,0
Marcus Smart belongs on the Celtics. Both trash. It was destiny.,0,0
"Mark Teixeira finally stepping up, HR and couple of BBs #Yankees",0,0
"Mata'i ngeli, alu o polosi ho nifo..",0,0
May the bird of paradise fly up your nose.May an elephant caress you with his toes.May your wife have runners u&#8230; URL,0,0
"Maybe @USER is colored blind with his 'red lines' and all. Tough talk, no walk. #tcot",0,0
Maybe I don't feel too great because I only got 3hrs of sleep. Surely it's not last nights boxes of cookies &amp; crackers dinner! &#128055; &#128534; #chunk,0,0
"McCann, although not having the greatest of seasons, would be a step up from Russel Martin. McCann or Carlos Ruiz #MLB #Yankees",0,0
McDonald's is hella trash to me now,0,0
Me &amp; hubby relaxing from the studio for a lil...then headed str8 to my honey doo wop wops bday bash Kristen... URL,0,0
Me and this song bird sang in the same HS gospel choir!! URL,0,0
Me gusta pollo so espa&#241;ol that. Lol. &#127831;,0,0
Me: downloads flappy bird*Sierra: welp there goes school,0,0
Meatloaf cream potatoes deer steak and gravy pinto beans and cornbread pear cobbler n bread pudding @ FHC,0,0
"Meet India&#8217;s amazing, death-defying monkey king &#8594; URL URL",0,0
Memorial Weekend early bird wine walk price is still available! We have 21 participating locations URL,0,0
Mentions probably look like a septic tank. RT @USER Go ahead. Meme me! URL #CosbyMeme URL,0,0
Met a woman who was trying to feed a crow a Brazil nut,0,0
Mi caldito de pollo estuvo incredible!! Ahora a snuggle con mi snuggie y mi hubby... Queeee riiikkooo...,0,0
Miami's run defense is Alex Smith trash.,0,0
Mint Oreos &gt;&gt;&gt;,0,0
Mississippi state fans are the best to just mock. It's so easy. Poor state. It's hard getting wins against top 25 opponents. #FailState,0,0
Mitt Romney hates big bird. Fascist.,0,0
"Molly and Ellie need the teas, so #CafeShaw bound I go. Everyone else is off to Amsterdam I couldn't get time off so hey ho 8-)",0,0
Mommy said no pussy cats inside my dawgs house,0,0
Money hungry hoes they can never get a crumb,0,0
Monkey see monkey do really Abu,0,0
Monkey see monkey doo,0,0
"Moral to the story: If you like the Yanks, I'll pretty much do anything you tell me to do.",0,0
Morning terror read: 99% of the ocean's trash is gone and no one knows where it went &#8594; URL,0,0
Morning trash URL,0,0
Mother Nature hates the Yankees and baseball,0,0
"Mr President &amp; homeland security, please ignore any foreign threats and focus your sole attention on our police force #ACAB #LANDOFTHEFREE",0,0
Munching on ww crackers &amp; studying NYCs trans syst. Since NYC &amp; I haven't had a thing in over 15 yrs #clubinsomnia #vacay,0,0
Muzzled pit bull with throat slit found on side of road in PA URL via @USER HIDEOUS ABUSE THROAT SLIT LEFT TO DIE,0,0
"My Hawaiian thought of the day, No Aloha for muzzie pigs, EVER!",0,0
My Oriental Gallery Blog: The New Land of Free Enterprise URL,0,0
My Twitter app is poo trash.,0,0
My arguement with she's the baddest white girl is she's trash.Her argurment with she's trash is But she's paid....,0,0
My auto correct makes me sound so FOB,0,0
My baby boy asleep with my monkey that I had since I was little! I love my son so much! URL,0,0
My baby guinea pig is so cute #Adorable,0,0
My best friend says I don't need to be in love right now .... he thinks its too soon to love monkey....,0,0
My bf @USER loves crows. Thought he might enjoy the last tweet!,0,0
My bird got a headache &#128527;&#128530;,0,0
My black queen dreading my hairs.Thank you Most High for this Moor Queen I asked you for.I want to BE BEtter with her URL,0,0
"My doctors office is retarded, we noticed you put in a prescription order, so we canceled it. Give us a call if you need a refill, thanks!",0,0
My favorite DC restaurant is Charlie Palmers. @USER @USER @USER @USER,0,0
My flow retarded &#128526;,0,0
My goal for soccer this year is to get a yellow card every game,0,0
My grandma threw out all of my raps. Ones I made from 7th grade to now. I'm literally crying. Thats all my work in the trash. &#128530;&#128532;&#128547;&#128546;&#128557;&#128560;&#128545;&#128548;&#128544;&#128127;&#128122;&#128589;,0,0
My hair is trash. I need to put a masque on it.. But that takes so much energy that I don't have.,0,0
"My head too big for snapbacks&#128553;&#128532; &#128557;&#128557;&#128557;, I like beanies better anyway&#128076;",0,0
My mama made me some brownies they was everything &#128553;,0,0
My manager @USER new brand | PRE - ORDER NOW w/ (404) 394-1570&#160;&#160;--&gt; @USER Red Lust &amp; Cherry White beanies URL,0,0
My mom didn't buy me Oreos she doesn't love me,0,0
My mom wants to buy a zebra like for reals,0,0
My nephew albino albinos have astigmatisms eye spasms partial blindness its not their faults,0,0
My nicca @USER swear he can see me in madden lol,0,0
My nicca Drake gear game is all bad lol,0,0
My nig kkeldalegend took me out for some more of that good old New Orleans soul food! URL,0,0
My nips are cold &#128563;,0,0
My nudes are trash.....,0,0
My phone on 10% fml I still gotta get to the yellow sign lol #motivation lol btw I zoomed in 2x lol URL,0,0
My pits be stankin from doin dem flows. Is hard on a ol colored body in da heat. Dem white women be pushy when day want dare flows fixed,0,0
My shift won't be over no time so in the mean time im doing what I have to go to get by. And if it means tweeting trash I will,0,0
My sister told me that I look like a bird. While my past told me that I look like an alien.,0,0
"My son is 9 and still has issues tying his shoes because he's barefoot all the time, in case you wanted to know my hillbilly status.",0,0
My teacher always says Has a man ever abused his wife while using marijuana? Not unless she hides the Oreo cookies then she deserves it.,0,0
"NBA, handle your zebras.",0,0
NEVERMIND I FOUND THEM. ...in the trash...,0,0
"NEW Nashville Noise! @USER loves burgers, @USER honky tonks, and @USER grabs a pizza. URL",0,0
NFC South is trash juice,0,0
NJ-Sole Sole Sauce! Get those soles icy again! URL,0,0
"NYC Media last week: LOL, look at the flyover peckerwoods freaking out.NYC Media now: BRING OUT YOUR DEAD.",0,0
Nah Electric Fairy Tale seems cool but I'd rather buy some drugs with that money,0,0
Nah. ITS OVER&gt; People don't tell #artists what do to. That's defies the definition of what WE ARE TRYING TO SHOW #youpeople. #retards #game7,0,0
National Review calls #gay marriage 'lawlessness' URL #oregon #tcot #gop #NOM #lol #teabaggers,0,0
Nature's majesty is beautiful! *melts butter* RT @USER PHOTO: Rare blue-colored red king crab caught in Alaska waters: URL,0,0
Never seen a tinted yellow tongue before. She just ate a lemon jolly rancher?,0,0
Never seen purple bird poop until today lol URL,0,0
Never turned my back on the birds,0,0
New @USER jersey should be yellow with a green chevron stripe like charlie brown's jersey,0,0
"New show announced in Lutsen, MN at Papa Charlies on December 11, 2010 URL",0,0
"New show announced in Lutsen, MN at Papa Charlies on January 29, 2011 URL",0,0
New test makes your poop neon colored if you have colon cancer &#8594; URL,0,0
Next time you leave magic trash in my jacket try not to have your initials written on them. @USER URL,0,0
"Nicholas Rushlow, wearing lucky yellow shirt, nails theophylline - bitter crystalline compound extracted from tea leaves #spellingbee",0,0
Nike DC is trash.,0,0
Nipple banana monkey!,0,0
No cuz redskins are dumpster juice RT @USER game of the week. still the best rivalry in sports,0,0
No girls no hoes just me myself and I,0,0
No more speculation. No more mock drafts. It's finally Draft Day. #BortlesKombat #StormWarning #BuiltByUCF #ChargeOn,0,0
"No one has even eaten a Twinkie in, like, decades.",0,0
Noap. Not taking them. RT @USER Maca root pills making my vagina do the wop,0,0
Nobody gives me a trophy cause I'm old and colored #FavStarTweets&#160;,0,0
Nope! It's just yellow OTL,0,0
Norwalk ghetto af lol all of a sudden everyone a dodger and raider fan,0,0
Nose goes on taking out the trash this time. &#128586; @USER @USER,0,0
Not a word on Jihadi stream about the Kurdish female suicide bomber in Kobane. That story undermines their mythology on several levels.,0,0
Not allowed to play flappy bird around grandma because she swears at me to stop swearing lol,0,0
Not really sure how to describe what's happening here #eurotrash @USER @USER @ VIP Room URL,0,0
"Not sure why #teabaggers would care about Nelson Mandela, being that he's one of 'them' if you know what I mean. #teaparty #tcot",0,0
"Not that I plan on dying soon, but I'm totally going to write Kenobi in as my sole heir. He's the only thing locally (under 94) I can trust",0,0
"Not ya grandma brownies, wink wink URL",0,0
Note the rocketeer removes cardboard from launcher and carries it to a trash bin before fleeing.#TidyTerroristURL,0,0
"Note: Khorasan is the old Arabic name for parts of Iran, Afghanistan. Not an invention of modern Jihadis. #justsayin",0,0
Nothing good on TV and the @USER are eating their balls 3 innings in. Great.,0,0
Nothing more yokel MSU fan than to constantly reassess Izzo *aka our only consistent winner since D. Daugherty or Biggie flipping Munn*,0,0
"Nothing says teabagger like a millionaire complaining that they are broke, huh #HillaryClinton? #Hillary2016, give me a break, lol. #p2",0,0
Now I am seeing chatter among Jihadi fans taking credit for an alledged kidnapping of a Frenchman in #Algeria #France,0,0
Now I'm gook boy shawty URL,0,0
Now I'm listening to lil spook getting the good kinda sad Imma be single this fall I know you'll getting annoyed with me on your TL but aye,0,0
Now infuriated Jihadis are putting out murder requests on #Saudi fighter pilots who participated in the bombings in #Syria #ISIS,0,0
"Now, the Jihadi networks waking up &amp; claiming #Raqqa radio &#8220;confirmed&#8221; two planes shot down &amp; 1 pilot captured. #ISIS #Syria",0,0
OH NO @USER are you saying the Democrats lost the #teabagger vote? LMAO bobble head #morningjoe,0,0
Obama mocked the special Olympics Wendy Davis mocks the handicapped do ya see a pattern? Democrats #tcot #UniteBlue,0,0
Obama&#8217;s Newly Released Gitmo Jihadi Has Links To Terrorists In Syria URL #tcot #pjnet,0,0
Obama's Hellfire missiles tend to vaporize Jihadis @USER @USER #UniteBlue,0,0
"Och hoe wonderbaarlijk dat Jan het alweer met n Marokkaanse BNer aan de stok heeft. Na Fatima, Lamyea, Tofik, nu ook Abdelka te min gevonden",0,0
Offensive line is trash,0,0
Officials: Jihadi Cockroaches Now Booking Tickets On Cruise Ships To Syria URL URL,0,0
Oh I forgot we lived in the ghetto....#hoodrats,0,0
"Oh Yahweh, your hand is upon me, your shadow hovers over me.For your sake, The House of Ysrah'al mock me all day long URL",0,0
Oh it's coon bike week in Charlotte ok makes sense now,0,0
Oh man. This could be a serious first ever Chanel bag contender RT @USER grape-colored Chanel bags URL,0,0
Oh my. There was an Oreo baked into that chocolate chip cookie. #surprise,0,0
Oh snap I'm just realizing this skinny tranny is Jared Leto. He's Wo unrecognizable with all that weight loss. Geez!!!,0,0
"Oh your gonna ruining your life just throwing it away smoking weed, but my test scores are higher than yours. . . . Just trash my life",0,0
Ok so not all the shows on Cartoon Network are complete trash. Stevm Universe is aURL,0,0
"Okay, so maybe not every in #LosAngeles is evil. But I would 80% of the people I've encountered have been trash, another 10% barely human.",0,0
Omer Asik so trash on the offensive side of the floor dude real life murky doo doo water,0,0
Omg! The cutest little tinker bell ever &#10084;&#65039; URL URL,0,0
Omgggggggggg Mila Kunis is so fing hot. F Sarah Marshall. She's like a bird anorexic.,0,0
"Omoide Yokocho : Shinjuku, Tokyo, Japan / Jap&#243;n by Lost in Japan, by Miguel Mich&#225;n URL",0,0
On a mission to find some zebra cakes,0,0
On the anniversary of 9/11 #ISIS &amp; Al Qaeda supporters each claim Ben Laden as their own as a show of their Jihadi authenticity #pathetic,0,0
On the secret Party mission! Live tweaking to mock FATPO.,0,0
"Once the brainwork is done on pacemakers at medical device companies, they call in the contract tinker toy engineers like SC_Troll#stribpol",0,0
One man's trash is another's Transformer &#8594; URL,0,0
One mans trash is another mans treasure,0,0
One mans trash is another mans treasure #believe,0,0
"One more of tonight's dog walk sunset. AKA, invisible bird on a wire. #sunset #invisiblebird #wires URL",0,0
One of @USER best looks too. RT @USER Charlie Weis couple months ago hanging w/Nelly URL,0,0
One of my favorite songs. There's a man on the shoreline with a white parakeet trying to make his bird go home. URL,0,0
One of the great treasures of living in San Diego is ready access to Mexican Twinkies made with real sugar and Mexican Coca Cola.,0,0
One of the world's most prominent Jihadi forums just got shut down &#8594; URL,0,0
Only Americans are degenerate enough to 'honor' their war dead by having a barbecue. Anyone who 'grills out' for Memorial Day is trash.,0,0
"Only Blood Can Satisfy The Hungry Flames Of R&#8217;hollor, Charlie Brown",0,0
Only in my hick town can you walk into a national sports bar and get Busch light in a can. SMH,0,0
"Oops, I just had a Freudian slit.",0,0
"Operation Ask Redhead Resolve, Charlie Brown. #rejectedpeanutsspecials",0,0
Or don't vote for the cripple amirite? bigot MT @USER Vote #VoteWendyDavis for Governor of Texas. URL,0,0
Or I'm vibing and they ask to see the aux cord knowing they bout to play some trash &#128530;,0,0
Or get swept in MoTown LOL #Yankees #Tigers #MLB,0,0
Or pollo,0,0
Or she just cant afford winter clothes RT @USER Summer hoe = winter Muslimah,0,0
Or their music is trash,0,0
Or when you're in my neighborhood RT @USER You know you're in the mexcian ghetto when... URL,0,0
Oreo Ice Cream Sandwich URL,0,0
"Oreo Shake, I want you.",0,0
Oreo milkshakes will forever remind me of @USER,0,0
Oreos and coffee for brunch. I do what I want!,0,0
Oreos are my life,0,0
Oriental rugs cause I'm flyer than a dove.,0,0
Oscar Taveras went yardie in his 2nd career MLB at bat. What a stud.,0,0
Other Jihadi news #ISIS executed #Kuwait preacher Redha Lari coz he was..&#8220;too extreme&#8221; &amp; hampered reconciliation with Nusra with his fatwas,0,0
Our female guinea pig is pregnant &#127882;&#127881;&#127873;&#128525;&#128525;&#128525;,0,0
"Out of day care, I'm taking a kitty nap on you hosers.",0,0
Overripe eggplants are not good eats. #UNCLEtweet,0,0
PHILOSOPHY EXISTENTIALISM AND DEPTH and not trash pop#MTVHottestLanaDelRey,0,0
PND is my jigga man.,0,0
"POLLOS A L'ASTDos pollos estaban dando vueltas en una poller&#237;a mientras los estaban cocinando a l'ast, cuando... URL",0,0
"PSA: Reduced Fat Oreos are waxy and don't soften properly when dunked in milk. STAY AWAY FROM THEM, THEY'RE UNNATURAL! #DietSchmiet @USER",0,0
Paceys just told me about how flash was touching himself and he was turning yellow and black.. #whatwashedoing &#128514;&#128514;,0,0
Padre /Yankee/Angel fans need to stfu,0,0
"Palin mocks Obama, on Russia rhetorically asks who could have seen this coming, the crowd goes wild #CPAC2014",0,0
Panda Express is so trash but I wanted Chinese and didn't feel like gettin out the car,0,0
Parents Television Council: 'Scandal' sex scene after Charlie Brown was not OK | URL,0,0
Parodies of Jihadi songs - more effective than asinine Muslims should condemn URL #HumorIsAWeapon,0,0
Parsons trash,0,0
Peace my friend..Only Peace..I am not your enemy..Dont say that word again..Look at my Facebook wall..One of my best friends ever was a Moor,0,0
Penn State tryna slant and screen all the way down the field lol,0,0
People are so uncivilized.,0,0
People be so angry tonight on dis here tweeter. It hard for a colored man to see all dis anger. Like bein in a waffle house in Mississippi,0,0
People who chose the country over the City are miserable trash. They deserve neither respect nor consideration. They are less than scum.,0,0
People who don't put their blinkers on seriously just need to crash into a pole or something &#128548; #moveoutmyway#bitch,0,0
People who slam on the brakes at yellow lights should not be allowed to drive.,0,0
People with trash cars LOVE to drive fast and reckless,0,0
"People, RT this picture far and wide, if for no other reason than it makes teabaggers with poor spelling really angry URL",0,0
"Perhaps Ezra Miller is the first crack toward changing that, regardless of whether he identifies as queer over gay.",0,0
"Perhaps I'm not a diehard Yankee fan, but there's no more point in watching this debacle #Yankees #Tigers #MLB So what else is on? LOL",0,0
Permanent slit in my eyebrow from when I tumbled down the bleachers when I was little.... I stayed in the ER,0,0
Phil Hughes looking like the Phil Hughes of old. 2010. #Yankees #MLB,0,0
Photo check for background spooks. URL,0,0
Photo: Giving you that trailer park trash. #transformthursday #ladykimora #vegasqueens #vegasshowgirls URL,0,0
"Photo: Rest in peace to these bad boys , some bad advise made me let some old asian dude re glue the sole... URL",0,0
Photo: anarcho-queer: &#8220;Anarchism stands for a social order based on the free grouping of individuals for... URL,0,0
Pic circulating on Jihadi feeds claiming an ISIS flag on top of Mount Arafa in the holiest day of pilgrimage URL,0,0
Pierce would've easily drained all these shots with us. He's so trash now smh,0,0
"Playing a show in Lutsen, MN at 9:00 PM today at Papa Charlies URL",0,0
"Please stop scoring, otherwise you won't have any runs for tomorrow against Romero #Yankees #BlueJays #MLB",0,0
"Pm is u use any of the words I use (ex. Sweg,pm,yid,nid) we're dating",0,0
"Polite, yet militant. #birds #notfeeding #stencil #army #typeface #font #ATeam URL",0,0
"Poor Henry, he's supporting the right 2/3 of you guys all on his gut! Don't hurt it, Charlie... (@USER",0,0
Popcorn and candy for dinner. I always knew Charlie Brown was my spirit animal.,0,0
Pops interviews remain warm and fuzzy.,0,0
Posted a new song: guala URL URL,0,0
Posted a new song: guala URL #music,0,0
"Practically got arrested tonight, not allowed on UTampa grounds for a year now... fml im retarded",0,0
Praise thy lord for this season of beanies that is upon us,0,0
Prejudice. A preconceived awareness based on a majority of interactions. The negative slant comes from libs. Self preservation is the basis.,0,0
"Pretty over this whole Yankees thing, id rather lose in the ALCS every year then live in Detroit.. I miss the real Steinbrenner #glorydays",0,0
Proud to be a redneck patriot :) @USER @USER @USER @USER @USER @USER,0,0
Put the redskins in your starting lineup instead of the Dolphins...it'll be fun they said.,0,0
R&amp;B is so trash now compared to early 2000's.,0,0
R-Surge For Charlie Baker-R of 9 points in Demo-State Mass against Coakley-D! DoG URL via @USER,0,0
REPUBLICANS TAKE MASSACHUSETTS GOVERNORSHIP: Coakley Conceds Gov. Race To Charlie Baker&#8230;. URL,0,0
RT @USER Jane Seymour rocks a bikini at 62 URL Crazy Aunt Jane is at it again @USER,0,0
"RT @USER Jihadi Killed #BrendanTevlin In N.J. W/ At Least 2 Others,Part Of Terrorist Ring 10 Yrs Ago URL URL",0,0
RT @USER Twitter tipped its cap to say #FarewellCaptain to Jeter in his Yankee Stadium finale. VIDEO: URL URL,0,0
"RT @USER @USER No prob! Def a good early set energy tool! If you want to tune in, URL in less than an ho&#8230;",0,0
"RT @USER Bees won, Mets won, and the Yankees lost. It's a good day in baseball.",0,0
RT @USER Check out the homie @USER for that sole sauce! That stuff does miracles!!! @USER @USER URL,0,0
RT @USER Muslim Jihadi? Keep Calm and.... URL #PJNET #tcot #tgdn #ccot #RedNationRising #teaparty #2A #NRA URL,0,0
RT @USER why get attached to people when you can jump in a trash can and feel the same way,0,0
RT @USER Oregon State WR @USER is a popular #49ers pick in recent mock drafts. DRAFT TRACKER: URL URL,0,0
RT @USER Hungover and feeling yyyyyeellllooooURL @USER @USER #dbh #yellow URL,0,0
RT @USER It's the best thing ever driving past crowds of people at shows and seeing bandannas coloured hair 5sos shirts that you've made o&#8230;,0,0
RT @USER A portable septic tank. For allllll those pesky feelings.,0,0
RT @USER #Colorado lawmakers consider nation&#8217;s 1st #wind energy legislation to protect #birds &amp; #bats. URL URL,0,0
RT @USER #Neonics are deadly to #birds like the American Kestrel and #bees. Ask @USER to take it off their shelves. #EcoWed URL,0,0
RT @USER Bron pregame speeches be so trash though lmao,0,0
RT @USER Of rain showers&amp; weepy fogof soft light&amp; cool touchof wild windthat carry music of birdswho cease to soar;this feel&#8230;,0,0
RT @USER Black Americans Are Worse Off Under BHO URL Well researched article...bound to elicit cries of Uncle Tom &#8230;,0,0
"RT @USER &#127482;&#127480;FEC May Yank 1st Amendment Guards for Drudge, Rest of Internet URL #wiunion",0,0
"RT @USER Bae means Before Anyone Else, I've been here thinking it's a ghetto word for babe/baby.",0,0
RT @USER Lifelong Yankee fan puts aside rooting interest and returns lost Red Sox World Series ring to rightful owner: URL,0,0
RT @USER #&#218;LTIMAHORA El republicano Charlie Baker elegido gobernador de Massachusetts. #Election2014 #APracecall URL,0,0
RT @USER How would I look if I had feathers instead of fur? Would I be able to eat from a bird feeder without getting judging gla&#8230;,0,0
RT @USER I accidentally ate a few fireflies last night while chewing some leaves I found. The shameful yellow glow of my mouth wa&#8230;,0,0
RT @USER Grateful for the profound hospitality of volunteers who open their homes to patients traveling long distances for abo ...,0,0
RT @USER wen u look liek trash n sum1 complimentz u URL,0,0
"RT @USER Why does Julia Roberts seem completely shocked that she's been nominated? Hey, Julia -- you're in a gown. The jig is up. #Emm&#8230;",0,0
RT @USER Great job by the Yankees giving Brian Cashman a new contract. The haters are just wrong. CC: @USER,0,0
RT @USER I think it is flat out wrong to blame Brian Cashman for the 2014 Yankees. @USER,0,0
RT @USER Working theory: This selective race abortion ban passed in Florida today was just an excuse for redneck reps to say ...,0,0
"RT @USER A bird doesn't sing because it has an answer, it sings because it has a song.MAYA ANGELOU#poetry #writing",0,0
RT @USER How I feel playing flappy bird URL,0,0
"RT @USER Fox News mocks victim of Ray Rice elevator assault: &#8216;I think the message is, take the stairs&#8217; URL ht&#8230;",0,0
RT @USER Rick Scott Refuses To Appear On Debate Stage Because Charlie Crist Has An Illegal Electronic Fan URL via&#8230;,0,0
RT @USER The people of the ghetto are rising up and fighting back. Whose side are you on? #Gaza,0,0
RT @USER #Whiteculture thinking weave is ratchet and ghetto while extensions are perfectly fine.,0,0
"RT @USER I got gatorades, Twinkies, rice puddings, Pringles, and cookies &#128525;&#128555;",0,0
RT @USER &#8220;@USER Kissin small lips is trash lol..&#8221;!!! Yessssss,0,0
RT @USER I mean sometimes eating a carton of Double Stuf Oreos is your only option.,0,0
RT @USER You're responsible for the story inside you. Don't let self-doubt cripple your #creativity. #AmEditing #AmWriting #WriteTip,0,0
RT @USER @USER Parent in Phoenix Says Administrators Made Her Son Wear Pink Fairy Wings on First Day of High School URL,0,0
"RT @USER &#8220;Not all men interrupt women to quibble over irrelevant issues for the sole purpose of derailing a conversation,&#8221; he sa&#8230;",0,0
RT @USER Bad monkey! #AmazingTiming URL,0,0
RT @USER &#8220;@USER Big bird has spoken &#128514; URL I was weak then I &#128128;!,0,0
RT @USER Justice for British seagull spray-painted red by thugs! The bird won&#8217;t be able to fly anymore! URL h&#8230;,0,0
RT @USER I like being Asian and all but it's a struggle having squinty eyes in every picture,0,0
RT @USER Charlie Crist says OCare has been great? #ccot #tcot #teaparty #PJNET #Independents @USER @USER @USER htt&#8230;,0,0
RT @USER Halloween candy corn bird URL,0,0
"RT @USER If you honk your horn .4 seconds after the light turns green, I will shut off my car, lay on the hood, and feed birds fo&#8230;",0,0
"RT @USER RT @USER Far right hero and all-around RWNJ D'Souza took to twitter on Thanksgiving to mock Trayvon Martin, a murdered k&#8230;",0,0
"RT @USER 150 Christians MASSACRED By Jihadi Muslims While They Slept! Including Pastor, His Wife &amp; Kids URL",0,0
"RT @USER Oh Torrence, I can't stand your cheer leading squad but I love your pom poms... I'll feed you bon bons all night.",0,0
"RT @USER women only play casual game like Kim K game &amp; anger bird. They don't play real games, like Male Power Fantasy 2 or Jingoi&#8230;",0,0
RT @USER &#8220;@USER #AskAugust How Tall are you? I keep getting different answers from different people &#127806;&#128064;&#127806; @USER abo&#8230;,0,0
RT @USER Praying today's m&amp;g pictures don't come out yellow &#128591;,0,0
RT @USER There's nothing hotter than a pale albino chick who can play guitar.,0,0
"RT @USER &#8220;@USER When the trash bag is so full , you can barely tie it....&#128548;&#128548; URL STTOOOPP!!&#128563;&#128514;&#128514;&#128557;&#128557;",0,0
RT @USER I want a pet monkey &#128553;&#128525; URL,0,0
RT @USER Apologies trash.. What's understood ain't gotta be explained,0,0
RT @USER Rape is NEVER something to mock like this. I stand with Jada #jadapose URL,0,0
RT @USER Cue the liberal left's Uncle Tom attacks against Tim Scott in 4...3...2... #tcot #teaparty #GOP,0,0
"RT @USER Whatchu sayin hoe, YOU KNOW IM THE MAN HOE",0,0
RT @USER when you look like trash and someone compliments you URL,0,0
RT @USER Instant mashed potatoes are trash &#128686;,0,0
"RT @USER When Charlie Crist said Rick Scott, just too shady for the sunshine state URL",0,0
"RT @USER At George Steinbrenner's first Yankees news conference, he said he wouldn't interfere in baseball decisions, promising ...",0,0
RT @USER A 17 year old girl once struck out Babe Ruth and Lou Gehrig back to back and was banned from baseball for it #Yankees &#8230;,0,0
RT @USER Big 10 been trash for years now lol its a basketball conference now,0,0
RT @USER The NFL is very equal this season everybody showed glimpses of being trash,0,0
